contact_id,customer_id,channel,sent_at,hour_sent,days_before_due_at_contact,responded,responded_within_hours,outcome
CT-005298,C01593,SMS,2026-07-23 05:00:00,5,3,True,1.36,ANSWERED
CT-005299,C01593,WHATSAPP,2026-08-29 08:00:00,8,6,False,,BOUNCED
CT-005300,C01593,APP_PUSH,2026-08-25 07:00:00,7,5,False,,IGNORED
CT-005301,C01593,WHATSAPP,2026-08-27 11:00:00,11,3,False,,IGNORED
CT-005302,C01594,SMS,2026-09-04 18:00:00,18,6,False,,IGNORED
CT-005303,C01594,SMS,2026-09-12 19:00:00,19,7,False,,IGNORED
CT-005304,C01594,WHATSAPP,2026-08-06 08:00:00,8,5,False,,IGNORED
CT-005305,C01595,SMS,2026-08-13 20:00:00,20,5,False,,IGNORED
CT-005306,C01595,SMS,2026-09-10 18:00:00,18,2,False,,IGNORED
CT-005307,C01595,SMS,2026-08-03 13:00:00,13,5,True,0.96,ANSWERED
CT-005308,C01595,WHATSAPP,2026-08-22 22:00:00,22,7,False,,IGNORED
CT-005309,C01595,SMS,2026-09-08 18:00:00,18,3,True,0.68,ANSWERED
CT-005310,C01595,APP_PUSH,2026-07-15 17:00:00,17,4,True,1.39,ANSWERED
CT-005311,C01596,WHATSAPP,2026-09-03 10:00:00,10,3,False,,IGNORED
CT-005312,C01596,APP_PUSH,2026-09-02 02:00:00,2,2,False,,IGNORED
CT-005313,C01596,CALL,2026-09-08 05:00:00,5,2,False,,IGNORED
CT-005314,C01597,CALL,2026-06-29 23:00:00,23,6,True,5.28,ANSWERED
CT-005315,C01597,SMS,2026-08-20 23:00:00,23,5,True,0.84,ANSWERED
CT-005316,C01597,SMS,2026-08-03 21:00:00,21,4,True,0.66,ANSWERED
CT-005317,C01598,APP_PUSH,2026-07-30 20:00:00,20,8,False,,REJECTED
CT-005318,C01598,WHATSAPP,2026-06-25 14:00:00,14,4,False,,IGNORED
CT-005319,C01598,CALL,2026-07-19 17:00:00,17,6,True,0.75,ANSWERED
CT-005320,C01599,WHATSAPP,2026-09-10 13:00:00,13,2,True,4.06,ANSWERED
CT-005321,C01599,WHATSAPP,2026-07-28 12:00:00,12,2,False,,REJECTED
CT-005322,C01599,WHATSAPP,2026-09-02 08:00:00,8,1,False,,REJECTED
CT-005323,C01600,SMS,2026-07-15 12:00:00,12,6,True,0.3,ANSWERED
CT-005324,C01600,CALL,2026-07-09 15:00:00,15,7,False,,IGNORED
CT-005325,C01601,CALL,2026-08-23 07:00:00,7,8,False,,IGNORED
CT-005326,C01601,WHATSAPP,2026-08-26 14:00:00,14,6,False,,IGNORED
CT-005327,C01601,APP_PUSH,2026-07-19 06:00:00,6,7,False,,IGNORED
CT-005328,C01601,SMS,2026-09-05 08:00:00,8,6,False,,IGNORED
CT-005329,C01601,CALL,2026-06-25 11:00:00,11,8,True,0.39,ANSWERED
CT-005330,C01601,WHATSAPP,2026-07-11 09:00:00,9,10,True,3.15,ANSWERED
CT-005331,C01602,SMS,2026-07-20 18:00:00,18,3,False,,IGNORED
CT-005332,C01602,CALL,2026-08-28 11:00:00,11,4,True,3.13,ANSWERED
CT-005333,C01602,SMS,2026-09-04 11:00:00,11,1,False,,REJECTED
CT-005334,C01603,SMS,2026-07-30 15:00:00,15,6,True,0.09,ANSWERED
CT-005335,C01603,SMS,2026-06-15 16:00:00,16,6,True,0.32,ANSWERED
CT-005336,C01603,APP_PUSH,2026-07-23 19:00:00,19,4,False,,IGNORED
CT-005337,C01603,SMS,2026-06-21 14:00:00,14,4,True,0.76,ANSWERED
CT-005338,C01604,APP_PUSH,2026-09-06 14:00:00,14,4,True,2.02,ANSWERED
CT-005339,C01604,CALL,2026-06-21 10:00:00,10,4,True,2.96,ANSWERED
CT-005340,C01604,WHATSAPP,2026-06-27 10:00:00,10,0,False,,IGNORED
CT-005341,C01604,WHATSAPP,2026-06-28 05:00:00,5,6,False,,IGNORED
CT-005342,C01604,CALL,2026-07-23 08:00:00,8,5,True,1.03,ANSWERED
CT-005343,C01604,WHATSAPP,2026-07-07 09:00:00,9,6,False,,IGNORED
CT-005344,C01605,SMS,2026-06-20 16:00:00,16,8,True,3.26,ANSWERED
CT-005345,C01605,SMS,2026-08-06 14:00:00,14,8,True,3.71,ANSWERED
CT-005346,C01605,WHATSAPP,2026-07-08 14:00:00,14,8,True,2.96,ANSWERED
CT-005347,C01606,WHATSAPP,2026-08-29 09:00:00,9,11,False,,IGNORED
CT-005348,C01606,CALL,2026-08-21 11:00:00,11,3,True,3.38,ANSWERED
CT-005349,C01606,CALL,2026-09-05 07:00:00,7,5,True,2.64,ANSWERED
CT-005350,C01606,CALL,2026-07-27 08:00:00,8,6,True,2.38,ANSWERED
CT-005351,C01606,CALL,2026-09-04 08:00:00,8,11,True,1.53,ANSWERED
CT-005352,C01607,SMS,2026-08-21 17:00:00,17,2,False,,REJECTED
CT-005353,C01607,APP_PUSH,2026-08-22 14:00:00,14,2,False,,IGNORED
CT-005354,C01607,SMS,2026-08-15 18:00:00,18,0,True,0.24,ANSWERED
CT-005355,C01607,WHATSAPP,2026-06-23 19:00:00,19,0,True,1.85,ANSWERED
CT-005356,C01607,WHATSAPP,2026-09-10 20:00:00,20,3,True,2.13,ANSWERED
CT-005357,C01607,WHATSAPP,2026-09-08 16:00:00,16,0,False,,IGNORED
CT-005358,C01607,WHATSAPP,2026-07-21 16:00:00,16,5,True,1.2,ANSWERED
CT-005359,C01608,WHATSAPP,2026-08-28 15:00:00,15,5,False,,REJECTED
CT-005360,C01609,WHATSAPP,2026-07-24 07:00:00,7,4,True,1.62,ANSWERED
CT-005361,C01609,WHATSAPP,2026-06-29 08:00:00,8,3,False,,IGNORED
CT-005362,C01610,WHATSAPP,2026-07-21 09:00:00,9,2,True,3.47,ANSWERED
CT-005363,C01610,CALL,2026-09-06 20:00:00,20,7,False,,REJECTED
CT-005364,C01610,WHATSAPP,2026-08-24 18:00:00,18,8,False,,IGNORED
CT-005365,C01610,CALL,2026-08-01 19:00:00,19,3,False,,IGNORED
CT-005366,C01610,CALL,2026-09-07 16:00:00,16,9,False,,IGNORED
CT-005367,C01610,WHATSAPP,2026-06-23 15:00:00,15,6,False,,IGNORED
CT-005368,C01611,WHATSAPP,2026-08-17 23:00:00,23,7,False,,IGNORED
CT-005369,C01611,CALL,2026-08-02 20:00:00,20,5,True,0.47,ANSWERED
CT-005370,C01612,SMS,2026-07-25 07:00:00,7,7,True,2.9,ANSWERED
CT-005371,C01612,APP_PUSH,2026-07-07 02:00:00,2,4,False,,IGNORED
CT-005372,C01613,APP_PUSH,2026-08-29 17:00:00,17,7,True,4.06,ANSWERED
CT-005373,C01613,APP_PUSH,2026-06-17 22:00:00,22,8,False,,IGNORED
CT-005374,C01613,SMS,2026-07-17 18:00:00,18,6,False,,IGNORED
CT-005375,C01614,SMS,2026-09-11 18:00:00,18,4,False,,IGNORED
CT-005376,C01615,CALL,2026-06-17 15:00:00,15,9,True,0.68,ANSWERED
CT-005377,C01616,SMS,2026-08-02 09:00:00,9,7,False,,IGNORED
CT-005378,C01616,SMS,2026-08-02 11:00:00,11,1,True,2.09,ANSWERED
CT-005379,C01616,SMS,2026-06-15 12:00:00,12,2,False,,IGNORED
CT-005380,C01617,APP_PUSH,2026-08-20 08:00:00,8,6,True,0.89,ANSWERED
CT-005381,C01618,APP_PUSH,2026-08-14 16:00:00,16,7,False,,IGNORED
CT-005382,C01618,WHATSAPP,2026-07-05 14:00:00,14,4,False,,IGNORED
CT-005383,C01618,CALL,2026-08-05 10:00:00,10,4,False,,IGNORED
CT-005384,C01618,APP_PUSH,2026-08-15 14:00:00,14,7,False,,IGNORED
CT-005385,C01618,SMS,2026-07-30 19:00:00,19,5,False,,IGNORED
CT-005386,C01618,APP_PUSH,2026-06-24 14:00:00,14,4,False,,IGNORED
CT-005387,C01619,APP_PUSH,2026-08-03 12:00:00,12,7,True,4.21,ANSWERED
CT-005388,C01619,APP_PUSH,2026-06-28 11:00:00,11,7,False,,IGNORED
CT-005389,C01619,WHATSAPP,2026-09-02 12:00:00,12,8,False,,IGNORED
CT-005390,C01619,WHATSAPP,2026-07-17 10:00:00,10,5,False,,IGNORED
CT-005391,C01619,APP_PUSH,2026-06-21 09:00:00,9,9,True,4.28,ANSWERED
CT-005392,C01619,APP_PUSH,2026-09-12 06:00:00,6,4,False,,IGNORED
CT-005393,C01619,APP_PUSH,2026-08-10 07:00:00,7,3,False,,IGNORED
CT-005394,C01619,SMS,2026-07-01 11:00:00,11,4,True,0.48,ANSWERED
CT-005395,C01619,APP_PUSH,2026-08-30 08:00:00,8,3,True,1.1,ANSWERED
CT-005396,C01620,APP_PUSH,2026-06-16 11:00:00,11,3,False,,IGNORED
CT-005397,C01620,WHATSAPP,2026-08-05 17:00:00,17,4,False,,REJECTED
CT-005398,C01620,WHATSAPP,2026-07-20 10:00:00,10,3,False,,REJECTED
CT-005399,C01620,APP_PUSH,2026-07-28 16:00:00,16,2,False,,IGNORED
CT-005400,C01620,WHATSAPP,2026-08-15 16:00:00,16,8,False,,BOUNCED
CT-005401,C01621,WHATSAPP,2026-08-01 20:00:00,20,4,False,,IGNORED
CT-005402,C01622,CALL,2026-07-09 19:00:00,19,4,False,,IGNORED
CT-005403,C01622,APP_PUSH,2026-07-21 23:00:00,23,2,False,,BOUNCED
CT-005404,C01622,APP_PUSH,2026-09-11 19:00:00,19,6,True,1.11,ANSWERED
CT-005405,C01622,SMS,2026-08-16 21:00:00,21,8,False,,REJECTED
CT-005406,C01623,APP_PUSH,2026-06-22 12:00:00,12,5,False,,IGNORED
CT-005407,C01623,CALL,2026-07-12 11:00:00,11,6,False,,IGNORED
CT-005408,C01623,CALL,2026-08-31 04:00:00,4,1,False,,IGNORED
CT-005409,C01625,WHATSAPP,2026-06-23 09:00:00,9,2,True,0.37,ANSWERED
CT-005410,C01625,WHATSAPP,2026-09-03 10:00:00,10,1,True,1.79,ANSWERED
CT-005411,C01625,CALL,2026-07-15 08:00:00,8,0,False,,IGNORED
CT-005412,C01626,SMS,2026-06-15 22:00:00,22,6,False,,IGNORED
CT-005413,C01626,SMS,2026-09-03 19:00:00,19,7,True,2.02,ANSWERED
CT-005414,C01626,SMS,2026-08-06 20:00:00,20,3,True,4.69,ANSWERED
CT-005415,C01627,SMS,2026-06-18 09:00:00,9,4,False,,REJECTED
CT-005416,C01627,CALL,2026-07-27 08:00:00,8,6,True,2.8,ANSWERED
CT-005417,C01628,APP_PUSH,2026-07-13 16:00:00,16,8,True,0.17,ANSWERED
CT-005418,C01628,SMS,2026-09-09 16:00:00,16,3,False,,BOUNCED
CT-005419,C01628,SMS,2026-06-26 09:00:00,9,2,False,,IGNORED
CT-005420,C01629,APP_PUSH,2026-06-25 20:00:00,20,11,False,,IGNORED
CT-005421,C01629,CALL,2026-08-15 17:00:00,17,6,False,,IGNORED
CT-005422,C01629,WHATSAPP,2026-07-31 20:00:00,20,2,False,,REJECTED
CT-005423,C01629,APP_PUSH,2026-09-04 19:00:00,19,6,True,1.65,ANSWERED
CT-005424,C01630,APP_PUSH,2026-09-06 14:00:00,14,2,False,,IGNORED
CT-005425,C01632,APP_PUSH,2026-07-22 20:00:00,20,3,False,,IGNORED
CT-005426,C01632,APP_PUSH,2026-08-31 23:00:00,23,3,False,,IGNORED
CT-005427,C01632,APP_PUSH,2026-06-29 14:00:00,14,9,False,,IGNORED
CT-005428,C01632,APP_PUSH,2026-08-22 15:00:00,15,9,True,7.22,ANSWERED
CT-005429,C01632,APP_PUSH,2026-07-09 09:00:00,9,9,False,,IGNORED
CT-005430,C01633,SMS,2026-08-26 10:00:00,10,8,False,,IGNORED
CT-005431,C01633,APP_PUSH,2026-07-10 15:00:00,15,6,False,,IGNORED
CT-005432,C01633,CALL,2026-08-11 07:00:00,7,4,False,,IGNORED
CT-005433,C01634,CALL,2026-07-06 13:00:00,13,2,False,,REJECTED
CT-005434,C01634,SMS,2026-07-18 15:00:00,15,1,True,1.84,ANSWERED
CT-005435,C01635,CALL,2026-08-16 14:00:00,14,5,True,0.44,ANSWERED
CT-005436,C01635,CALL,2026-08-15 12:00:00,12,6,True,1.94,ANSWERED
CT-005437,C01635,CALL,2026-08-01 12:00:00,12,8,False,,REJECTED
CT-005438,C01635,CALL,2026-08-06 12:00:00,12,8,False,,REJECTED
CT-005439,C01636,WHATSAPP,2026-08-29 10:00:00,10,12,False,,REJECTED
CT-005440,C01636,APP_PUSH,2026-07-26 04:00:00,4,5,True,3.96,ANSWERED
CT-005441,C01636,APP_PUSH,2026-08-27 08:00:00,8,3,True,1.65,ANSWERED
CT-005442,C01636,APP_PUSH,2026-07-15 01:00:00,1,2,False,,IGNORED
CT-005443,C01636,APP_PUSH,2026-09-11 08:00:00,8,6,False,,IGNORED
CT-005444,C01636,APP_PUSH,2026-06-23 12:00:00,12,0,False,,BOUNCED
CT-005445,C01636,WHATSAPP,2026-08-05 12:00:00,12,6,False,,BOUNCED
CT-005446,C01636,APP_PUSH,2026-07-14 08:00:00,8,6,True,2.55,ANSWERED
CT-005447,C01637,WHATSAPP,2026-09-06 15:00:00,15,6,True,2.23,ANSWERED
CT-005448,C01637,CALL,2026-07-06 13:00:00,13,6,True,0.15,ANSWERED
CT-005449,C01637,CALL,2026-08-05 15:00:00,15,3,False,,IGNORED
CT-005450,C01637,CALL,2026-08-28 20:00:00,20,5,False,,IGNORED
CT-005451,C01638,SMS,2026-09-07 11:00:00,11,6,False,,IGNORED
CT-005452,C01638,WHATSAPP,2026-09-10 14:00:00,14,2,False,,IGNORED
CT-005453,C01638,APP_PUSH,2026-07-11 06:00:00,6,3,False,,IGNORED
CT-005454,C01638,APP_PUSH,2026-08-12 16:00:00,16,0,False,,IGNORED
CT-005455,C01638,APP_PUSH,2026-08-03 10:00:00,10,9,False,,IGNORED
CT-005456,C01639,SMS,2026-09-10 14:00:00,14,5,True,2.65,ANSWERED
CT-005457,C01640,WHATSAPP,2026-07-19 05:00:00,5,4,False,,REJECTED
CT-005458,C01640,SMS,2026-09-01 09:00:00,9,5,False,,IGNORED
CT-005459,C01641,APP_PUSH,2026-06-19 20:00:00,20,2,False,,REJECTED
CT-005460,C01641,APP_PUSH,2026-08-10 16:00:00,16,5,False,,IGNORED
CT-005461,C01641,APP_PUSH,2026-07-21 18:00:00,18,4,False,,IGNORED
CT-005462,C01641,CALL,2026-08-11 16:00:00,16,1,True,0.53,ANSWERED
CT-005463,C01641,APP_PUSH,2026-09-11 17:00:00,17,3,False,,BOUNCED
CT-005464,C01642,WHATSAPP,2026-07-12 09:00:00,9,3,True,0.89,ANSWERED
CT-005465,C01642,WHATSAPP,2026-06-17 12:00:00,12,3,True,1.59,ANSWERED
CT-005466,C01643,WHATSAPP,2026-06-18 09:00:00,9,1,False,,IGNORED
CT-005467,C01643,CALL,2026-08-21 14:00:00,14,1,False,,REJECTED
CT-005468,C01643,SMS,2026-07-20 13:00:00,13,3,False,,IGNORED
CT-005469,C01643,SMS,2026-08-29 17:00:00,17,4,False,,IGNORED
CT-005470,C01643,WHATSAPP,2026-09-08 16:00:00,16,3,False,,IGNORED
CT-005471,C01643,SMS,2026-08-20 19:00:00,19,1,False,,IGNORED
CT-005472,C01643,SMS,2026-08-19 12:00:00,12,2,True,4.96,ANSWERED
CT-005473,C01643,SMS,2026-07-30 09:00:00,9,3,True,0.02,ANSWERED
CT-005474,C01644,CALL,2026-08-14 13:00:00,13,5,False,,IGNORED
CT-005475,C01644,SMS,2026-07-10 16:00:00,16,5,True,0.31,ANSWERED
CT-005476,C01644,SMS,2026-09-02 12:00:00,12,4,True,1.77,ANSWERED
CT-005477,C01644,SMS,2026-08-14 11:00:00,11,7,False,,IGNORED
CT-005478,C01644,WHATSAPP,2026-08-16 11:00:00,11,7,True,5.23,ANSWERED
CT-005479,C01645,SMS,2026-08-10 19:00:00,19,4,True,0.35,ANSWERED
CT-005480,C01646,WHATSAPP,2026-06-29 19:00:00,19,2,False,,IGNORED
CT-005481,C01646,APP_PUSH,2026-08-26 16:00:00,16,1,False,,REJECTED
CT-005482,C01646,CALL,2026-08-22 13:00:00,13,1,False,,IGNORED
CT-005483,C01647,APP_PUSH,2026-06-29 12:00:00,12,9,False,,IGNORED
CT-005484,C01647,APP_PUSH,2026-07-17 09:00:00,9,6,False,,IGNORED
CT-005485,C01648,SMS,2026-08-28 11:00:00,11,4,True,1.9,ANSWERED
CT-005486,C01649,SMS,2026-09-02 08:00:00,8,1,False,,IGNORED
CT-005487,C01649,WHATSAPP,2026-06-22 10:00:00,10,1,False,,IGNORED
CT-005488,C01649,SMS,2026-07-28 15:00:00,15,0,False,,IGNORED
CT-005489,C01649,SMS,2026-06-30 11:00:00,11,2,False,,IGNORED
CT-005490,C01650,WHATSAPP,2026-07-29 12:00:00,12,9,False,,IGNORED
CT-005491,C01651,APP_PUSH,2026-09-05 15:00:00,15,1,True,0.97,ANSWERED
CT-005492,C01651,SMS,2026-08-19 18:00:00,18,5,True,1.47,ANSWERED
CT-005493,C01651,SMS,2026-08-25 17:00:00,17,5,False,,IGNORED
CT-005494,C01652,CALL,2026-07-01 14:00:00,14,-1,False,,IGNORED
CT-005495,C01652,WHATSAPP,2026-08-30 11:00:00,11,4,False,,IGNORED
CT-005496,C01652,APP_PUSH,2026-07-16 16:00:00,16,-1,False,,IGNORED
CT-005497,C01653,SMS,2026-07-20 20:00:00,20,5,False,,IGNORED
CT-005498,C01653,CALL,2026-09-09 11:00:00,11,3,False,,IGNORED
CT-005499,C01653,WHATSAPP,2026-06-30 18:00:00,18,0,True,0.67,ANSWERED
CT-005500,C01655,SMS,2026-06-27 16:00:00,16,6,True,1.85,ANSWERED
CT-005501,C01655,WHATSAPP,2026-08-24 22:00:00,22,3,True,2.52,ANSWERED
CT-005502,C01655,SMS,2026-07-28 19:00:00,19,3,True,2.1,ANSWERED
CT-005503,C01655,WHATSAPP,2026-07-09 17:00:00,17,6,False,,IGNORED
CT-005504,C01655,APP_PUSH,2026-06-30 23:00:00,23,1,False,,IGNORED
CT-005505,C01655,SMS,2026-07-15 23:00:00,23,3,False,,IGNORED
CT-005506,C01655,SMS,2026-08-07 17:00:00,17,2,False,,IGNORED
CT-005507,C01655,SMS,2026-08-13 23:00:00,23,3,False,,REJECTED
CT-005508,C01655,WHATSAPP,2026-07-11 20:00:00,20,2,True,3.67,ANSWERED
CT-005509,C01655,APP_PUSH,2026-08-09 19:00:00,19,7,False,,IGNORED
CT-005510,C01655,SMS,2026-06-20 18:00:00,18,5,False,,REJECTED
CT-005511,C01656,WHATSAPP,2026-07-12 07:00:00,7,4,True,1.4,ANSWERED
CT-005512,C01657,CALL,2026-07-15 07:00:00,7,5,False,,IGNORED
CT-005513,C01657,CALL,2026-06-26 08:00:00,8,5,False,,IGNORED
CT-005514,C01657,CALL,2026-09-05 10:00:00,10,6,True,1.39,ANSWERED
CT-005515,C01657,CALL,2026-07-03 10:00:00,10,9,False,,IGNORED
CT-005516,C01658,SMS,2026-08-21 12:00:00,12,6,False,,IGNORED
CT-005517,C01658,APP_PUSH,2026-08-30 19:00:00,19,2,False,,IGNORED
CT-005518,C01659,CALL,2026-06-17 05:00:00,5,3,False,,REJECTED
CT-005519,C01661,CALL,2026-07-10 18:00:00,18,2,False,,IGNORED
CT-005520,C01661,APP_PUSH,2026-08-27 21:00:00,21,0,False,,IGNORED
CT-005521,C01661,CALL,2026-07-24 20:00:00,20,4,True,0.27,ANSWERED
CT-005522,C01662,SMS,2026-08-07 12:00:00,12,6,False,,IGNORED
CT-005523,C01662,WHATSAPP,2026-07-24 17:00:00,17,10,False,,IGNORED
CT-005524,C01662,SMS,2026-08-19 17:00:00,17,8,False,,IGNORED
CT-005525,C01663,APP_PUSH,2026-08-26 13:00:00,13,4,False,,IGNORED
CT-005526,C01663,APP_PUSH,2026-07-25 03:00:00,3,6,False,,REJECTED
CT-005527,C01663,APP_PUSH,2026-07-22 08:00:00,8,7,False,,IGNORED
CT-005528,C01664,SMS,2026-06-23 13:00:00,13,4,False,,REJECTED
CT-005529,C01664,SMS,2026-08-27 15:00:00,15,4,False,,IGNORED
CT-005530,C01665,WHATSAPP,2026-06-22 12:00:00,12,2,False,,IGNORED
CT-005531,C01665,SMS,2026-08-12 12:00:00,12,1,True,1.73,ANSWERED
CT-005532,C01665,WHATSAPP,2026-07-21 10:00:00,10,1,True,3.28,ANSWERED
CT-005533,C01666,WHATSAPP,2026-08-03 08:00:00,8,4,False,,IGNORED
CT-005534,C01666,WHATSAPP,2026-08-19 10:00:00,10,4,False,,IGNORED
CT-005535,C01666,CALL,2026-06-29 04:00:00,4,6,True,1.42,ANSWERED
CT-005536,C01666,WHATSAPP,2026-09-09 07:00:00,7,4,False,,IGNORED
CT-005537,C01667,CALL,2026-07-28 14:00:00,14,2,True,0.16,ANSWERED
CT-005538,C01667,CALL,2026-06-29 11:00:00,11,7,False,,IGNORED
CT-005539,C01668,WHATSAPP,2026-06-25 20:00:00,20,4,True,0.6,ANSWERED
CT-005540,C01668,APP_PUSH,2026-08-19 17:00:00,17,1,True,5.02,ANSWERED
CT-005541,C01668,CALL,2026-07-23 18:00:00,18,2,True,2.77,ANSWERED
CT-005542,C01669,SMS,2026-06-17 13:00:00,13,6,True,0.22,ANSWERED
CT-005543,C01669,SMS,2026-08-20 17:00:00,17,8,True,0.59,ANSWERED
CT-005544,C01669,SMS,2026-09-05 19:00:00,19,6,True,1.46,ANSWERED
CT-005545,C01669,SMS,2026-07-06 20:00:00,20,7,True,0.6,ANSWERED
CT-005546,C01670,WHATSAPP,2026-08-17 07:00:00,7,5,False,,IGNORED
CT-005547,C01670,WHATSAPP,2026-08-26 12:00:00,12,6,True,2.74,ANSWERED
CT-005548,C01670,APP_PUSH,2026-07-11 15:00:00,15,7,False,,IGNORED
CT-005549,C01671,WHATSAPP,2026-08-17 16:00:00,16,4,False,,IGNORED
CT-005550,C01671,WHATSAPP,2026-08-03 06:00:00,6,12,False,,IGNORED
CT-005551,C01672,SMS,2026-07-19 07:00:00,7,8,False,,IGNORED
CT-005552,C01672,SMS,2026-08-25 12:00:00,12,4,True,2.36,ANSWERED
CT-005553,C01672,WHATSAPP,2026-07-09 08:00:00,8,2,False,,IGNORED
CT-005554,C01672,SMS,2026-09-01 14:00:00,14,4,False,,IGNORED
CT-005555,C01672,WHATSAPP,2026-06-29 03:00:00,3,8,False,,IGNORED
CT-005556,C01673,CALL,2026-07-18 16:00:00,16,6,False,,IGNORED
CT-005557,C01673,CALL,2026-07-06 15:00:00,15,9,False,,IGNORED
CT-005558,C01673,APP_PUSH,2026-06-28 15:00:00,15,7,True,2.01,ANSWERED
CT-005559,C01674,WHATSAPP,2026-07-28 22:00:00,22,7,False,,IGNORED
CT-005560,C01675,WHATSAPP,2026-07-06 09:00:00,9,7,False,,REJECTED
CT-005561,C01675,CALL,2026-09-08 07:00:00,7,6,False,,REJECTED
CT-005562,C01675,WHATSAPP,2026-08-03 10:00:00,10,6,True,0.61,ANSWERED
CT-005563,C01675,CALL,2026-06-19 09:00:00,9,2,True,5.22,ANSWERED
CT-005564,C01675,CALL,2026-08-03 04:00:00,4,4,False,,IGNORED
CT-005565,C01675,CALL,2026-08-03 07:00:00,7,7,True,0.2,ANSWERED
CT-005566,C01676,CALL,2026-08-10 12:00:00,12,8,False,,IGNORED
CT-005567,C01676,CALL,2026-08-02 12:00:00,12,3,False,,IGNORED
CT-005568,C01676,APP_PUSH,2026-08-18 10:00:00,10,5,True,7.71,ANSWERED
CT-005569,C01676,WHATSAPP,2026-08-07 10:00:00,10,2,True,1.01,ANSWERED
CT-005570,C01676,WHATSAPP,2026-08-10 18:00:00,18,5,False,,IGNORED
CT-005571,C01677,APP_PUSH,2026-07-08 16:00:00,16,2,False,,IGNORED
CT-005572,C01677,WHATSAPP,2026-08-15 17:00:00,17,8,True,0.43,ANSWERED
CT-005573,C01677,APP_PUSH,2026-07-23 15:00:00,15,5,False,,IGNORED
CT-005574,C01677,APP_PUSH,2026-08-11 20:00:00,20,4,False,,REJECTED
CT-005575,C01678,APP_PUSH,2026-08-30 22:00:00,22,10,False,,IGNORED
CT-005576,C01678,SMS,2026-09-06 12:00:00,12,8,False,,REJECTED
CT-005577,C01678,APP_PUSH,2026-08-10 23:00:00,23,7,False,,IGNORED
CT-005578,C01678,SMS,2026-08-19 22:00:00,22,4,False,,IGNORED
CT-005579,C01679,SMS,2026-08-13 19:00:00,19,3,False,,IGNORED
CT-005580,C01680,CALL,2026-09-03 10:00:00,10,3,False,,REJECTED
CT-005581,C01680,CALL,2026-06-15 09:00:00,9,3,True,3.01,ANSWERED
CT-005582,C01680,SMS,2026-06-15 15:00:00,15,1,True,3.72,ANSWERED
CT-005583,C01681,APP_PUSH,2026-07-17 23:00:00,23,5,True,0.58,ANSWERED
CT-005584,C01681,CALL,2026-09-10 16:00:00,16,5,False,,IGNORED
CT-005585,C01682,CALL,2026-07-21 14:00:00,14,6,False,,IGNORED
CT-005586,C01682,APP_PUSH,2026-06-28 13:00:00,13,5,False,,REJECTED
CT-005587,C01683,WHATSAPP,2026-07-30 09:00:00,9,2,False,,IGNORED
CT-005588,C01683,WHATSAPP,2026-07-01 16:00:00,16,2,False,,REJECTED
CT-005589,C01683,WHATSAPP,2026-07-02 07:00:00,7,3,False,,REJECTED
CT-005590,C01683,APP_PUSH,2026-08-01 15:00:00,15,1,True,2.71,ANSWERED
CT-005591,C01684,APP_PUSH,2026-08-16 19:00:00,19,8,True,2.63,ANSWERED
CT-005592,C01684,WHATSAPP,2026-07-01 19:00:00,19,4,False,,IGNORED
CT-005593,C01684,SMS,2026-08-01 18:00:00,18,5,False,,REJECTED
CT-005594,C01684,CALL,2026-06-22 16:00:00,16,7,False,,IGNORED
CT-005595,C01684,SMS,2026-08-25 18:00:00,18,5,True,3.5,ANSWERED
CT-005596,C01685,CALL,2026-06-26 18:00:00,18,1,False,,BOUNCED
CT-005597,C01685,APP_PUSH,2026-07-29 21:00:00,21,5,False,,IGNORED
CT-005598,C01685,WHATSAPP,2026-07-12 13:00:00,13,3,False,,IGNORED
CT-005599,C01685,WHATSAPP,2026-06-25 15:00:00,15,3,False,,IGNORED
CT-005600,C01685,WHATSAPP,2026-07-20 18:00:00,18,3,False,,IGNORED
CT-005601,C01686,WHATSAPP,2026-08-04 09:00:00,9,4,False,,IGNORED
CT-005602,C01686,WHATSAPP,2026-08-20 14:00:00,14,4,False,,BOUNCED
CT-005603,C01687,WHATSAPP,2026-08-05 10:00:00,10,7,False,,IGNORED
CT-005604,C01687,WHATSAPP,2026-07-24 12:00:00,12,7,False,,REJECTED
CT-005605,C01688,CALL,2026-08-11 18:00:00,18,5,False,,IGNORED
CT-005606,C01689,APP_PUSH,2026-07-02 19:00:00,19,2,False,,IGNORED
CT-005607,C01689,WHATSAPP,2026-06-20 06:00:00,6,3,False,,REJECTED
CT-005608,C01689,APP_PUSH,2026-06-20 09:00:00,9,2,False,,IGNORED
CT-005609,C01690,SMS,2026-08-12 10:00:00,10,9,True,3.11,ANSWERED
CT-005610,C01691,CALL,2026-07-06 11:00:00,11,6,False,,IGNORED
CT-005611,C01691,SMS,2026-09-08 07:00:00,7,2,False,,REJECTED
CT-005612,C01692,WHATSAPP,2026-07-17 11:00:00,11,5,False,,IGNORED
CT-005613,C01692,WHATSAPP,2026-06-17 13:00:00,13,0,False,,IGNORED
CT-005614,C01692,WHATSAPP,2026-09-08 17:00:00,17,3,False,,IGNORED
CT-005615,C01692,SMS,2026-07-04 21:00:00,21,3,False,,IGNORED
CT-005616,C01692,WHATSAPP,2026-08-08 09:00:00,9,2,True,1.15,ANSWERED
CT-005617,C01692,WHATSAPP,2026-09-11 14:00:00,14,0,False,,IGNORED
